Entry	Reviewed	Entry Name	Gene Names	EC number	Gene Ontology (GO)	Organism (ID)
D8GHY7	unreviewed	D8GHY7_CLOLD	CLJU_c17860		phosphorelay signal transduction system [GO:0000160]	748727
D8GHY9	unreviewed	D8GHY9_CLOLD	CLJU_c17880			748727
D8GHZ0	unreviewed	D8GHZ0_CLOLD	CLJU_c17890		membrane [GO:0016020]	748727
D8GHZ1	unreviewed	D8GHZ1_CLOLD	CLJU_c17900		membrane [GO:0016020]; amino acid transport [GO:0006865]; transmembrane transport [GO:0055085]	748727
D8GHZ3	unreviewed	D8GHZ3_CLOLD	CLJU_c17920		ATP binding [GO:0005524]; biogenic amine metabolic process [GO:0006576]	748727
D8GHZ4	unreviewed	D8GHZ4_CLOLD	CLJU_c17930		bacterial microcompartment [GO:0031469]	748727
D8GHZ5	unreviewed	D8GHZ5_CLOLD	CLJU_c17940			748727
D8GHZ7	unreviewed	D8GHZ7_CLOLD	CLJU_c17960			748727
D8GHZ8	unreviewed	D8GHZ8_CLOLD	CLJU_c17970		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	748727
D8GHZ9	unreviewed	D8GHZ9_CLOLD	CLJU_c17980		iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]	748727
D8GI00	unreviewed	D8GI00_CLOLD	CLJU_c17990		zinc ion binding [GO:0008270]	748727
D8GI01	unreviewed	D8GI01_CLOLD	CLJU_c18000		oxidoreductase activity [GO:0016491]	748727
D8GI02	unreviewed	D8GI02_CLOLD	CLJU_c18010		DNA binding [GO:0003677]	748727
D8GI03	unreviewed	D8GI03_CLOLD	CLJU_c18020			748727
D8GI04	unreviewed	D8GI04_CLOLD	CLJU_c18030		carboxylic ester hydrolase activity [GO:0052689]; serine-type peptidase activity [GO:0008236]; proteolysis [GO:0006508]	748727
D8GI05	unreviewed	D8GI05_CLOLD	CLJU_c18040		membrane [GO:0016020]; signal transduction [GO:0007165]	748727
D8GI07	unreviewed	D8GI07_CLOLD	CLJU_c18060		DNA-binding transcription factor activity [GO:0003700]; monoatomic cation transmembrane transporter activity [GO:0008324]; potassium ion transport [GO:0006813]	748727
D8GI08	unreviewed	D8GI08_CLOLD	CLJU_c18070		membrane [GO:0016020]	748727
D8GI09	unreviewed	D8GI09_CLOLD	CLJU_c18080		membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]	748727
D8GI10	unreviewed	D8GI10_CLOLD	CLJU_c18090		plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]	748727
D8GI11	unreviewed	D8GI11_CLOLD	CLJU_c18100		plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	748727
D8GI12	unreviewed	D8GI12_CLOLD	CLJU_c18110		carbohydrate binding [GO:0030246]; DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355]	748727
D8GI15	unreviewed	D8GI15_CLOLD	CLJU_c18140		plasma membrane [GO:0005886]; nucleoside transmembrane transporter activity [GO:0005337]; symporter activity [GO:0015293]	748727
D8GI18	unreviewed	D8GI18_CLOLD	CLJU_c18170			748727
D8GI19	unreviewed	D8GI19_CLOLD	CLJU_c18180			748727
D8GI20	unreviewed	D8GI20_CLOLD	CLJU_c18190			748727
D8GI21	unreviewed	D8GI21_CLOLD	CLJU_c18200		membrane [GO:0016020]	748727
D8GI22	unreviewed	D8GI22_CLOLD	CLJU_c18210		membrane [GO:0016020]	748727
D8GI23	unreviewed	D8GI23_CLOLD	CLJU_c18220			748727
D8GI24	unreviewed	D8GI24_CLOLD	CLJU_c18230		membrane [GO:0016020]	748727
D8GI28	unreviewed	D8GI28_CLOLD	CLJU_c18280		plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	748727
D8GI29	unreviewed	D8GI29_CLOLD	xylR CLJU_c18290		D-xylose metabolic process [GO:0042732]	748727
D8GI30	unreviewed	D8GI30_CLOLD	CLJU_c18300			748727
D8GI31	unreviewed	D8GI31_CLOLD	CLJU_c18310		plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]	748727
D8GI32	unreviewed	D8GI32_CLOLD	CLJU_c18320		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	748727
D8GI33	unreviewed	D8GI33_CLOLD	CLJU_c18330			748727
D8GI34	unreviewed	D8GI34_CLOLD	CLJU_c18340		aryl sulfotransferase activity [GO:0004062]	748727
D8GI35	unreviewed	D8GI35_CLOLD	CLJU_c18350		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	748727
D8GI36	unreviewed	D8GI36_CLOLD	CLJU_c18360		plasma membrane [GO:0005886]; ABC-type transporter activity [GO:0140359]	748727
D8GI37	unreviewed	D8GI37_CLOLD	CLJU_c18370		lysophospholipase activity [GO:0004622]	748727
D8GI38	unreviewed	D8GI38_CLOLD	CLJU_c18380		membrane [GO:0016020]	748727
D8GI39	unreviewed	D8GI39_CLOLD	CLJU_c18390			748727
D8GI40	unreviewed	D8GI40_CLOLD	CLJU_c18400			748727
D8GI41	unreviewed	D8GI41_CLOLD	CLJU_c18410			748727
D8GI42	unreviewed	D8GI42_CLOLD	CLJU_c18420			748727
D8GI43	unreviewed	D8GI43_CLOLD	CLJU_c18430		membrane [GO:0016020]	748727
D8GI44	unreviewed	D8GI44_CLOLD	gerKC CLJU_c18440		membrane [GO:0016020]; spore germination [GO:0009847]	748727
D8GI45	unreviewed	D8GI45_CLOLD	gerKB CLJU_c18450		membrane [GO:0016020]; spore germination [GO:0009847]	748727
D8GI46	unreviewed	D8GI46_CLOLD	gerKA2 CLJU_c18460		membrane [GO:0016020]; spore germination [GO:0009847]	748727
D8GI47	unreviewed	D8GI47_CLOLD	CLJU_c18470		alcohol dehydrogenase (NAD+) activity [GO:0004022]; metal ion binding [GO:0046872]	748727
D8GI48	unreviewed	D8GI48_CLOLD	CLJU_c18480		membrane [GO:0016020]	748727
D8GI49	unreviewed	D8GI49_CLOLD	CLJU_c18490		DNA binding [GO:0003677]	748727
D8GI50	unreviewed	D8GI50_CLOLD	CLJU_c18500		membrane [GO:0016020]; signal transduction [GO:0007165]	748727
D8GI51	unreviewed	D8GI51_CLOLD	CLJU_c18510			748727
D8GI52	unreviewed	D8GI52_CLOLD	CLJU_c18520		DNA binding [GO:0003677]; DNA strand exchange activity [GO:0000150]	748727
D8GI53	unreviewed	D8GI53_CLOLD	CLJU_c18530			748727
D8GI54	unreviewed	D8GI54_CLOLD	CLJU_c18540			748727
D8GI55	unreviewed	D8GI55_CLOLD	CLJU_c18550			748727
D8GI56	unreviewed	D8GI56_CLOLD	CLJU_c18560			748727
D8GI57	unreviewed	D8GI57_CLOLD	CLJU_c18570			748727
D8GI58	unreviewed	D8GI58_CLOLD	CLJU_c18580		2 iron, 2 sulfur cluster binding [GO:0051537]	748727
D8GI59	unreviewed	D8GI59_CLOLD	CLJU_c18590		membrane [GO:0016020]	748727
D8GI60	unreviewed	D8GI60_CLOLD	CLJU_c18600		outer membrane-bounded periplasmic space [GO:0030288]	748727
D8GI61	unreviewed	D8GI61_CLOLD	CLJU_c18610		membrane [GO:0016020]	748727
D8GI62	unreviewed	D8GI62_CLOLD	CLJU_c18620	1.11.1.6	catalase activity [GO:0004096]	748727
D8GI63	unreviewed	D8GI63_CLOLD	CLJU_c18630			748727
D8GI64	unreviewed	D8GI64_CLOLD	CLJU_c18640		carbohydrate metabolic process [GO:0005975]	748727
D8GI65	unreviewed	D8GI65_CLOLD	CLJU_c18650			748727
D8GI66	unreviewed	D8GI66_CLOLD	CLJU_c18660			748727
D8GI67	unreviewed	D8GI67_CLOLD	CLJU_c18670		plasma membrane [GO:0005886]; chemotaxis [GO:0006935]; signal transduction [GO:0007165]	748727
D8GI68	unreviewed	D8GI68_CLOLD	CLJU_c18680			748727
D8GI69	unreviewed	D8GI69_CLOLD	CLJU_c18690		4 iron, 4 sulfur cluster binding [GO:0051539]; lyase activity [GO:0016829]; metal ion binding [GO:0046872]	748727
D8GI70	unreviewed	D8GI70_CLOLD	CLJU_c18700			748727
D8GI71	unreviewed	D8GI71_CLOLD	CLJU_c18710			748727
D8GI72	unreviewed	D8GI72_CLOLD	CLJU_c18720		DNA-binding transcription factor activity [GO:0003700]	748727
D8GI73	unreviewed	D8GI73_CLOLD	CLJU_c18730			748727
D8GI74	unreviewed	D8GI74_CLOLD	CLJU_c18740		cytoplasm [GO:0005737]; acid-amino acid ligase activity [GO:0016881]	748727
D8GI75	unreviewed	D8GI75_CLOLD	CLJU_c18750			748727
D8GI76	unreviewed	D8GI76_CLOLD	CLJU_c18760		chitin binding [GO:0008061]; hydrolase activity [GO:0016787]; carbohydrate metabolic process [GO:0005975]	748727
D8GI77	unreviewed	D8GI77_CLOLD	CLJU_c18770			748727
D8GI78	unreviewed	D8GI78_CLOLD	CLJU_c18780			748727
D8GI79	unreviewed	D8GI79_CLOLD	CLJU_c18790			748727
D8GI80	unreviewed	D8GI80_CLOLD	CLJU_c18800			748727
D8GI81	unreviewed	D8GI81_CLOLD	CLJU_c18810			748727
D8GI82	unreviewed	D8GI82_CLOLD	CLJU_c18820			748727
D8GI83	unreviewed	D8GI83_CLOLD	CLJU_c18830			748727
D8GI84	unreviewed	D8GI84_CLOLD	CLJU_c18840			748727
D8GI85	unreviewed	D8GI85_CLOLD	CLJU_c18850		chemotaxis [GO:0006935]; phosphorelay signal transduction system [GO:0000160]	748727
D8GI86	unreviewed	D8GI86_CLOLD	CLJU_c18860		chemotaxis [GO:0006935]	748727
D8GI87	unreviewed	D8GI87_CLOLD	CLJU_c18870		plasma membrane [GO:0005886]; amino acid transmembrane transporter activity [GO:0015171]	748727
D8GI88	unreviewed	D8GI88_CLOLD	CLJU_c18880		plasma membrane [GO:0005886]; chemotaxis [GO:0006935]; signal transduction [GO:0007165]	748727
D8GI89	unreviewed	D8GI89_CLOLD	CLJU_c18890		DNA-binding transcription factor activity [GO:0003700]	748727
D8GI90	unreviewed	D8GI90_CLOLD	CLJU_c18900		membrane [GO:0016020]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	748727
D8GI91	unreviewed	D8GI91_CLOLD	CLJU_c18910		membrane [GO:0016020]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	748727
D8GI92	unreviewed	D8GI92_CLOLD	CLJU_c18920		DNA binding [GO:0003677]; negative regulation of DNA-templated transcription [GO:0045892]	748727
D8GI93	unreviewed	D8GI93_CLOLD	CLJU_c18930		membrane [GO:0016020]	748727
D8GI94	unreviewed	D8GI94_CLOLD	CLJU_c18940		membrane [GO:0016020]	748727
D8GI95	unreviewed	D8GI95_CLOLD	CLJU_c18950			748727
D8GI96	unreviewed	D8GI96_CLOLD	CLJU_c18960			748727
D8GI97	unreviewed	D8GI97_CLOLD	CLJU_c18970		S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]	748727
D8GI98	unreviewed	D8GI98_CLOLD	CLJU_c18980		transferase activity [GO:0016740]	748727
D8GI99	unreviewed	D8GI99_CLOLD	CLJU_c18990	2.4.-.-	glycosyltransferase activity [GO:0016757]	748727
D8GIA0	unreviewed	D8GIA0_CLOLD	CLJU_c19000		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	748727
D8GIA1	unreviewed	D8GIA1_CLOLD	CLJU_c19010			748727
D8GIA2	unreviewed	D8GIA2_CLOLD	CLJU_c19020		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	748727
D8GIA4	unreviewed	D8GIA4_CLOLD	CLJU_c19040		membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]	748727
D8GIA6	unreviewed	D8GIA6_CLOLD	CLJU_c19060		membrane [GO:0016020]	748727
D8GIA8	unreviewed	D8GIA8_CLOLD	CLJU_c19080		cytoplasm [GO:0005737]	748727
D8GIA9	unreviewed	D8GIA9_CLOLD	CLJU_c19090		uroporphyrinogen decarboxylase activity [GO:0004853]; porphyrin-containing compound biosynthetic process [GO:0006779]	748727
D8GIB0	unreviewed	D8GIB0_CLOLD	hemE CLJU_c19100	4.1.1.37	uroporphyrinogen decarboxylase activity [GO:0004853]; porphyrin-containing compound biosynthetic process [GO:0006779]	748727
D8GIB1	unreviewed	D8GIB1_CLOLD	CLJU_c19110		cytosol [GO:0005829]; cobalamin binding [GO:0031419]; metal ion binding [GO:0046872]; methionine synthase activity [GO:0008705]; homocysteine metabolic process [GO:0050667]; tetrahydrofolate metabolic process [GO:0046653]	748727
D8GIB2	unreviewed	D8GIB2_CLOLD	CLJU_c19120		methyltransferase activity [GO:0008168]; uroporphyrinogen decarboxylase activity [GO:0004853]; methanogenesis [GO:0015948]; one-carbon metabolic process [GO:0006730]; porphyrin-containing compound biosynthetic process [GO:0006779]	748727
D8GIB3	unreviewed	D8GIB3_CLOLD	CLJU_c19130		iron-sulfur cluster binding [GO:0051536]; nucleotide binding [GO:0000166]	748727
D8GIB4	unreviewed	D8GIB4_CLOLD	CLJU_c19140		exonuclease activity [GO:0004527]; nucleic acid binding [GO:0003676]	748727
D8GIB5	unreviewed	D8GIB5_CLOLD	CLJU_c19150		plasma membrane [GO:0005886]	748727
D8GIB6	unreviewed	D8GIB6_CLOLD	CLJU_c39660		cytoplasm [GO:0005737]; ethanolamine kinase activity [GO:0004305]; phosphatidylethanolamine biosynthetic process [GO:0006646]	748727
D8GIB7	unreviewed	D8GIB7_CLOLD	CLJU_c39670	1.1.1.1	alcohol dehydrogenase (NAD+) activity [GO:0004022]; metal ion binding [GO:0046872]	748727
D8GIB8	unreviewed	D8GIB8_CLOLD	CLJU_c39680		membrane [GO:0016020]; phosphorelay sensor kinase activity [GO:0000155]	748727
D8GIB9	unreviewed	D8GIB9_CLOLD	CLJU_c39690		DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; phosphorelay signal transduction system [GO:0000160]	748727
D8GIC0	unreviewed	D8GIC0_CLOLD	CLJU_c11990 CLJU_c39700		bacterial microcompartment [GO:0031469]	748727
D8GIC1	unreviewed	D8GIC1_CLOLD	CLJU_c11980 CLJU_c39710		bacterial microcompartment [GO:0031469]	748727
D8GIC3	unreviewed	D8GIC3_CLOLD	CLJU_c11960 CLJU_c39730	1.2.1.-	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]	748727
D8GIC4	unreviewed	D8GIC4_CLOLD	CLJU_c11950 CLJU_c39740		bacterial microcompartment [GO:0031469]	748727
D8GIC5	unreviewed	D8GIC5_CLOLD	eutQ2 CLJU_c39750			748727
D8GIC6	unreviewed	D8GIC6_CLOLD	CLJU_c39760		bacterial microcompartment [GO:0031469]	748727
D8GIC7	unreviewed	D8GIC7_CLOLD	CLJU_c39770		membrane [GO:0016020]; 4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]	748727
D8GIC8	unreviewed	D8GIC8_CLOLD	eutN2 eutN1 CLJU_c11930 CLJU_c39780		bacterial microcompartment [GO:0031469]	748727
D8GIC9	unreviewed	D8GIC9_CLOLD	CLJU_c11920 CLJU_c39790		bacterial microcompartment [GO:0031469]	748727
D8GID1	unreviewed	D8GID1_CLOLD	eutT2 CLJU_c39810		transferase activity [GO:0016740]	748727
D8GID4	unreviewed	D8GID4_CLOLD	CLJU_c39840	1.2.1.-	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]	748727
D8GID5	unreviewed	D8GID5_CLOLD	CLJU_c39850		bacterial microcompartment [GO:0031469]	748727
D8GID6	unreviewed	D8GID6_CLOLD	CLJU_c39860		bacterial microcompartment [GO:0031469]	748727
D8GID7	unreviewed	D8GID7_CLOLD	CLJU_c39870			748727
D8GID8	unreviewed	D8GID8_CLOLD	CLJU_c39880		membrane [GO:0016020]	748727
D8GID9	unreviewed	D8GID9_CLOLD	CLJU_c39890			748727
D8GIE0	unreviewed	D8GIE0_CLOLD	CLJU_c39900		membrane [GO:0016020]	748727
D8GIE1	unreviewed	D8GIE1_CLOLD	CLJU_c39910		catalytic activity [GO:0003824]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; pyridoxal phosphate binding [GO:0030170]; biosynthetic process [GO:0009058]	748727
D8GIE2	unreviewed	D8GIE2_CLOLD	CLJU_c39920		plasma membrane [GO:0005886]; amino acid transport [GO:0006865]	748727
D8GIE3	unreviewed	D8GIE3_CLOLD	CLJU_c39930		plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	748727
D8GIE4	unreviewed	D8GIE4_CLOLD	CLJU_c39940		DNA binding [GO:0003677]	748727
D8GIE5	unreviewed	D8GIE5_CLOLD	adh2 CLJU_c39950	1.1.1.-	alcohol dehydrogenase (NAD+) activity [GO:0004022]; metal ion binding [GO:0046872]	748727
D8GIE6	unreviewed	D8GIE6_CLOLD	CLJU_c39960		plasma membrane [GO:0005886]	748727
D8GIE9	unreviewed	D8GIE9_CLOLD	CLJU_c39990		plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]	748727
D8GIF0	unreviewed	D8GIF0_CLOLD	CLJU_c40000		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	748727
D8GIF1	unreviewed	D8GIF1_CLOLD	CLJU_c40010		plasma membrane [GO:0005886]; glycosyltransferase activity [GO:0016757]; lipopolysaccharide biosynthetic process [GO:0009103]	748727
D8GIF2	unreviewed	D8GIF2_CLOLD	CLJU_c40020		membrane [GO:0016020]	748727
D8GIF3	unreviewed	D8GIF3_CLOLD	CLJU_c40030		membrane [GO:0016020]	748727
D8GIF4	unreviewed	D8GIF4_CLOLD	CLJU_c40040			748727
D8GIF5	unreviewed	D8GIF5_CLOLD	CLJU_c40050			748727
D8GIF6	unreviewed	D8GIF6_CLOLD	CLJU_c40060		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	748727
D8GIF7	unreviewed	D8GIF7_CLOLD	CLJU_c40070			748727
D8GIF8	unreviewed	D8GIF8_CLOLD	CLJU_c40080			748727
D8GIF9	unreviewed	D8GIF9_CLOLD	CLJU_c40090		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	748727
D8GIG0	unreviewed	D8GIG0_CLOLD	CLJU_c40100		aminopeptidase activity [GO:0004177]; metalloexopeptidase activity [GO:0008235]; proteolysis [GO:0006508]	748727
D8GIG1	unreviewed	D8GIG1_CLOLD	CLJU_c40110		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	748727
D8GIG3	unreviewed	D8GIG3_CLOLD	CLJU_c40130		DNA binding [GO:0003677]	748727
D8GIG4	unreviewed	D8GIG4_CLOLD	CLJU_c40140		phosphopantothenoylcysteine decarboxylase complex [GO:0071513]; FMN binding [GO:0010181]; phosphopantothenoylcysteine decarboxylase activity [GO:0004633]; coenzyme A biosynthetic process [GO:0015937]	748727
D8GIG5	unreviewed	D8GIG5_CLOLD	CLJU_c40150			748727
D8GIG6	unreviewed	D8GIG6_CLOLD	CLJU_c40160		membrane [GO:0016020]; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]; carbohydrate metabolic process [GO:0005975]	748727
D8GIG7	unreviewed	D8GIG7_CLOLD	CLJU_c40170		membrane [GO:0016020]	748727
D8GIG8	unreviewed	D8GIG8_CLOLD	CLJU_c40180		cytoplasm [GO:0005737]; hydrolase activity [GO:0016787]	748727
D8GIG9	unreviewed	D8GIG9_CLOLD	CLJU_c40190		membrane [GO:0016020]	748727
D8GIH0	unreviewed	D8GIH0_CLOLD	CLJU_c40200		iron ion binding [GO:0005506]; iron-sulfur cluster binding [GO:0051536]; nitrogen fixation [GO:0009399]	748727
D8GIH1	unreviewed	D8GIH1_CLOLD	fixC CLJU_c40210			748727
D8GIH2	unreviewed	D8GIH2_CLOLD	fixB CLJU_c40220		electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]	748727
D8GIH3	unreviewed	D8GIH3_CLOLD	fixA CLJU_c40230		electron transfer activity [GO:0009055]	748727
D8GIH4	unreviewed	D8GIH4_CLOLD	CLJU_c40240		membrane [GO:0016020]; metal ion binding [GO:0046872]	748727
D8GIH5	unreviewed	D8GIH5_CLOLD	CLJU_c40250			748727
D8GIH6	unreviewed	D8GIH6_CLOLD	CLJU_c40260	2.7.13.3	plasma membrane [GO:0005886]; phosphorelay sensor kinase activity [GO:0000155]	748727
D8GIH9	unreviewed	D8GIH9_CLOLD	CLJU_c40290		membrane [GO:0016020]; metalloendopeptidase activity [GO:0004222]; CAAX-box protein processing [GO:0071586]	748727
D8GII1	unreviewed	D8GII1_CLOLD	CLJU_c40310		prenyltransferase activity [GO:0004659]; isoprenoid biosynthetic process [GO:0008299]	748727
D8GII2	unreviewed	D8GII2_CLOLD	CLJU_c40320		membrane [GO:0016020]	748727
D8GII3	unreviewed	D8GII3_CLOLD	CLJU_c40330		plasma membrane [GO:0005886]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]	748727
D8GII4	unreviewed	D8GII4_CLOLD	CLJU_c40340		plasma membrane [GO:0005886]	748727
D8GII5	unreviewed	D8GII5_CLOLD	CLJU_c40350		plasma membrane [GO:0005886]; antiporter activity [GO:0015297]	748727
D8GII6	unreviewed	D8GII6_CLOLD	CLJU_c40360	4.2.3.1	cytoplasm [GO:0005737]; threonine synthase activity [GO:0004795]; cysteine biosynthetic process [GO:0019344]	748727
D8GII7	unreviewed	D8GII7_CLOLD	CLJU_c40370		cytosol [GO:0005829]; deaminase activity [GO:0019239]	748727
D8GII8	unreviewed	D8GII8_CLOLD	CLJU_c40380		sequence-specific DNA binding [GO:0043565]	748727
D8GIJ0	unreviewed	D8GIJ0_CLOLD	CLJU_c40400		cytosol [GO:0005829]; deaminase activity [GO:0019239]	748727
D8GIJ1	unreviewed	D8GIJ1_CLOLD	CLJU_c40410		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; sequence-specific DNA binding [GO:0043565]; regulation of DNA-templated transcription [GO:0006355]	748727
D8GIJ3	unreviewed	D8GIJ3_CLOLD	CLJU_c40430			748727
D8GIJ5	unreviewed	D8GIJ5_CLOLD	CLJU_c40450			748727
D8GIJ6	unreviewed	D8GIJ6_CLOLD	CLJU_c40460		membrane [GO:0016020]	748727
D8GIJ8	unreviewed	D8GIJ8_CLOLD	CLJU_c40480		hydrolase activity [GO:0016787]	748727
D8GIJ9	unreviewed	D8GIJ9_CLOLD	trxR CLJU_c40490	1.8.1.9	thioredoxin-disulfide reductase (NADPH) activity [GO:0004791]	748727
D8GIK1	unreviewed	D8GIK1_CLOLD	CLJU_c40510		membrane [GO:0016020]	748727
D8GIK2	unreviewed	D8GIK2_CLOLD	CLJU_c40520			748727
D8GIK4	unreviewed	D8GIK4_CLOLD	CLJU_c40540			748727
D8GIK7	unreviewed	D8GIK7_CLOLD	CLJU_c40570	4.1.3.6	citrate (pro-3S)-lyase activity [GO:0008815]; magnesium ion binding [GO:0000287]; oxaloacetate metabolic process [GO:0006107]	748727
D8GIK8	unreviewed	D8GIK8_CLOLD	CLJU_c40580	4.1.3.6	cytoplasm [GO:0005737]; citrate (pro-3S)-lyase activity [GO:0008815]	748727
D8GIL0	unreviewed	D8GIL0_CLOLD	fumA CLJU_c40600	4.2.1.2	4 iron, 4 sulfur cluster binding [GO:0051539]; fumarate hydratase activity [GO:0004333]; metal ion binding [GO:0046872]	748727
D8GIL3	unreviewed	D8GIL3_CLOLD	mutL2 CLJU_c40630	5.4.99.1	methylaspartate mutase activity [GO:0050097]	748727
D8GIL5	unreviewed	D8GIL5_CLOLD	CLJU_c40650		DNA-binding transcription factor activity [GO:0003700]	748727
D8GIL6	unreviewed	D8GIL6_CLOLD	CLJU_c40660		plasma membrane [GO:0005886]; amino acid transport [GO:0006865]; transmembrane transport [GO:0055085]	748727
D8GIL7	unreviewed	D8GIL7_CLOLD	CLJU_c40670		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355]	748727
D8GIL8	unreviewed	D8GIL8_CLOLD	CLJU_c40680		cytosol [GO:0005829]; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]; transferase activity [GO:0016740]; glutamine metabolic process [GO:0006541]	748727
D8GIL9	unreviewed	D8GIL9_CLOLD	CLJU_c40690	3.5.1.28	outer membrane-bounded periplasmic space [GO:0030288]; N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]; peptidoglycan catabolic process [GO:0009253]	748727
D8GIM5	unreviewed	D8GIM5_CLOLD	cbiO3 CLJU_c40750		plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]	748727
D8GIP6	unreviewed	D8GIP6_CLOLD	rpmC CLJU_c40960		ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	748727
D8GIQ3	unreviewed	D8GIQ3_CLOLD	CLJU_c19160		catalytic activity [GO:0003824]	748727
D8GIQ4	unreviewed	D8GIQ4_CLOLD	CLJU_c19170			748727
D8GIQ5	unreviewed	D8GIQ5_CLOLD	CLJU_c19180			748727
D8GIQ6	unreviewed	D8GIQ6_CLOLD	CLJU_c19190		sequence-specific DNA binding [GO:0043565]; transposase activity [GO:0004803]; DNA transposition [GO:0006313]	748727
D8GIQ7	unreviewed	D8GIQ7_CLOLD	CLJU_c19200		nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	748727
D8GIQ8	unreviewed	D8GIQ8_CLOLD	CLJU_c19210		iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]	748727
D8GIQ9	unreviewed	D8GIQ9_CLOLD	CLJU_c19220		plasma membrane [GO:0005886]; cytosine transmembrane transporter activity [GO:0015209]	748727
D8GIR0	unreviewed	D8GIR0_CLOLD	CLJU_c19230	3.5.4.1	5-fluorocytosine deaminase activity [GO:0102480]; cytosine deaminase activity [GO:0004131]; isoguanine deaminase activity [GO:0035888]; cytosine catabolic process [GO:0006209]	748727
D8GIR1	unreviewed	D8GIR1_CLOLD	CLJU_c19240			748727
D8GIR2	unreviewed	D8GIR2_CLOLD	mopI CLJU_c19250		molybdate ion transport [GO:0015689]	748727
D8GIR3	unreviewed	D8GIR3_CLOLD	CLJU_c19260			748727
D8GIR4	unreviewed	D8GIR4_CLOLD	CLJU_c19270			748727
D8GIR5	unreviewed	D8GIR5_CLOLD	CLJU_c19280		NAD binding [GO:0051287]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	748727
D8GIR7	unreviewed	D8GIR7_CLOLD	CLJU_c19300		DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355]	748727
D8GIR9	unreviewed	D8GIR9_CLOLD	CLJU_c19320		plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	748727
D8GIS0	unreviewed	D8GIS0_CLOLD	CLJU_c19330			748727
D8GIS1	unreviewed	D8GIS1_CLOLD	CLJU_c19340			748727
D8GIS2	unreviewed	D8GIS2_CLOLD	CLJU_c19350		4 iron, 4 sulfur cluster binding [GO:0051539]; oxidoreductase activity [GO:0016491]	748727
D8GIS3	unreviewed	D8GIS3_CLOLD	CLJU_c19360			748727
D8GIS4	unreviewed	D8GIS4_CLOLD	CLJU_c19370		plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]	748727
